Georgia,Munoz,female,14,5,20,99.0,"84 New Saddle St., Revere, MA 02151",junior
Doris,Melendez,female,17,5,12,93.2,"8 Euclid Drive, Bel Air, MD 21014",freshman
Eric,Larsen,male,14,2,11,71.9,"366 State Ave., Hendersonville, NC 28792",freshman
Cain,Sexton,male,16,3,8,85.3,"9370 Green Hill Dr., Beaver Falls, PA 15010",sophomore
Ivor,Arnold,male,19,4,20,100.0,"7027 Magnolia Dr., Catonsville, MD 21228",freshman
Devin,Jacobs,male,14,3,14,98.1,"9033 NW. Pleasant St., Salisbury, MD 21801",senior
Rebekah,Brock,female,16,2,5,68.9,"74 Gonzales Court, Natchez, MS 39120",sophomore
Cameran,Sears,female,14,4,8,75.4,"6 S. Edgewater Ave., Royersford, PA 19468",junior
Norman,Cunningham,male,17,2,10,76.8,"8365 Liberty Street, Miami, FL 33125",junior
Lenore,Copeland,female,14,4,8,74.0,"74 Howard Ave., Southfield, MI 48076",freshman
Keelie,Guerrero,female,15,1,12,81.0,"221 Walt Whitman Court, Redondo Beach, CA 90278",junior
Hilel,Hamilton,male,15,2,17,95.2,"9761 Lexington Street, Littleton, CO 80123",freshman
Dolan,Ford,male,14,3,3,64.2,"12 New St., Newark, NJ 07103",senior
Rhea,Melton,female,18,5,12,95.0,"9210 Fawn Drive, South Richmond Hill, NY 11419",sophomore
Fulton,Castaneda,male,14,3,10,71.2,"956 East Street, Hamburg, NY 14075",sophomore
Kiayada,Bullock,female,18,3,11,74.9,"613 Peg Shop Court, Yuma, AZ 85365",senior
Aurelia,Clayton,female,14,5,3,72.1,"81 High Ave., Bear, DE 19701",junior
Nero,Klein,male,18,2,10,87.8,"164 Lakeview St., Port Chester, NY 10573",senior
Aladdin,Chambers,male,19,4,11,82.6,"838 Magnolia Drive, Arlington, MA 02474",senior
Beau,Goff,male,19,2,15,85.1,"848 Creekside Road, Germantown, MD 20874",junior
Octavius,Walker,male,15,2,11,81.3,"568 Longfellow Street, Garland, TX 75043",freshman
Allen,Livingston,male,18,5,13,89.4,"399 Pheasant Drive, Natick, MA 01760",junior
Basil,Fuller,male,16,3,9,86.4,"8216 Constitution Street, Romulus, MI 48174",junior
Reese,Kline,male,16,4,11,83.5,"105 Pineknoll Drive, Shirley, NY 11967",sophomore
Tate,Dunlap,male,17,2,6,67.7,"256 High Street, Youngstown, OH 44512",senior
Jonah,Sosa,male,14,5,12,89.9,"197 Joy Ridge St., Trussville, AL 35173",junior
Ingrid,Harvey,female,16,5,5,72.6,"399 Sussex St., Bowling Green, KY 42101",senior
Tanner,Vaughn,male,17,4,11,89.1,"9707 Saxton Drive, New Brunswick, NJ 08901",sophomore
Oleg,Mooney,male,16,3,10,71.3,"89 Redwood Street, Virginia Beach, VA 23451",junior
Piper,Lowery,female,19,2,5,61.4,"345 Greenrose Dr., Feasterville Trevose, PA 19053",senior
Genevieve,Adkins,female,15,1,8,67.3,"8480 Aspen Street, Chesterton, IN 46304",junior
Lilah,Roman,female,19,4,9,85.9,"292 Devonshire Ave., Emporia, KS 66801",freshman
Illiana,Thompson,female,15,3,17,86.0,"7156 Crescent Street, South Windsor, CT 06074",freshman
Warren,Pope,male,18,4,5,76.3,"234 East San Pablo St., Mount Laurel, NJ 08054",freshman
Regan,Foley,female,16,2,9,77.4,"115 Gainsway St., Suitland, MD 20746",sophomore
Justin,Morris,male,19,5,10,77.5,"8221 Griffin Street, Macungie, PA 18062",freshman
Isaiah,Patrick,male,19,4,3,65.3,"7103 Oak Street, Pikesville, MD 21208",junior
Daryl,Benson,female,19,1,18,93.8,"583 Border St., Dunedin, FL 34698",senior
Barbara,Berger,female,16,3,12,82.7,"99 Thompson Road, Harlingen, TX 78552",junior
Christine,Briggs,female,14,5,18,91.9,"88 Magnolia Street, Hamden, CT 06514",freshman
Iola,Bowers,female,19,3,11,88.4,"7647 Galvin St., Lake In The Hills, IL 60156",junior
Lars,Oconnor,male,18,4,8,67.9,"9 Race Court, West Roxbury, MA 02132",freshman
Jaden,Maldonado,female,16,4,10,84.5,"8127 Myers Dr., Johnson City, TN 37601",senior
Signe,Lopez,female,18,2,13,76.7,"5 Gonzales St., Bettendorf, IA 52722",sophomore
Deanna,Warren,female,19,1,9,83.2,"618 Goldfield Rd., Aiken, SC 29803",junior
Quemby,Justice,female,14,2,17,100.0,"346 Birchpond Court, Decatur, GA 30030",junior
Shafira,Guthrie,female,17,4,12,85.3,"618 Buckingham Ave., Langhorne, PA 19047",senior
Ariana,Pacheco,female,17,1,5,70.9,"8914 Newbridge Lane, New Castle, PA 16101",freshman
Hoyt,Lyons,male,16,5,1,71.3,"720 Linden Street, Springfield Gardens, NY 11413",freshman
Justin,Holden,male,18,3,17,83.5,"15 South Third Drive, Coachella, CA 92236",junior
Phelan,Rich,male,16,1,6,74.9,"72 Jockey Hollow Ave., Winston Salem, NC 27103",freshman
Honorato,Villarreal,male,14,1,12,73.3,"63 Woodside Avenue, Round Lake, IL 60073",freshman
Hashim,Hopkins,male,18,3,10,77.9,"7459 Cedarwood St., West Chester, PA 19380",freshman
Porter,Ware,male,14,1,16,90.4,"52 Shirley Drive, Merrick, NY 11566",freshman
Joan,Sexton,female,18,5,18,96.6,"642 West Sussex St., Honolulu, HI 96815",sophomore
Alexa,Gutierrez,female,17,4,6,81.2,"59 Foster Ave., Auburndale, FL 33823",junior
Sean,Molina,male,17,1,8,67.7,"8950 Sycamore Dr., Roswell, GA 30075",sophomore
Lucius,Herrera,male,14,2,19,88.0,"67 Old Clinton Dr., Lynn, MA 01902",junior
Sydnee,Campbell,female,18,2,15,99.4,"64 Hill Field Ave., Kennesaw, GA 30144",freshman
Allistair,Rosales,male,14,4,3,67.0,"7825 Dogwood Dr., Norman, OK 73072",senior
Alyssa,Craig,female,19,5,11,93.0,"9533 Big Rock Cove Street, Morgantown, WV 26508",freshman
Cody,Lara,male,18,1,6,69.0,"12 South Crescent Street, Mason, OH 45040",junior
Bernard,Mcconnell,male,14,2,10,78.3,"571 Acacia St., Smyrna, GA 30080",junior
Jonah,Mckinney,male,15,2,11,74.9,"644 Walnutwood Street, Rock Hill, SC 29730",junior
Yen,Cooke,female,14,4,11,87.9,"54 Eagle Dr., Rocklin, CA 95677",sophomore
Cassidy,Hughes,female,15,3,17,92.0,"656 East Road, Hampton, VA 23666",senior
Gisela,Johnston,female,19,1,8,68.0,"534 N. Belmont Avenue, Tualatin, OR 97062",junior
Yetta,Howell,female,17,3,13,89.2,"348 Tailwater Lane, Hilliard, OH 43026",sophomore
Gabriel,Morton,male,16,2,15,91.3,"23 Circle Street, Reno, NV 89523",senior
Sage,Cleveland,female,19,2,20,100.0,"9721B Green Dr., Fairhope, AL 36532",sophomore
Shannon,Key,female,15,1,11,83.7,"242 Littleton Rd., Flemington, NJ 08822",sophomore
Sigourney,Mitchell,female,14,2,12,82.5,"7923 8th Rd., Norristown, PA 19401",junior
Adrienne,Klein,female,18,3,12,77.3,"8653 Santa Clara Street, Columbus, GA 31904",senior
Chaney,Hoffman,male,14,3,13,93.6,"9152 Glenwood Ave., New Rochelle, NY 10801",senior
Fritz,Park,male,14,2,18,93.2,"9991 Parker Court, Lansdowne, PA 19050",senior
Clinton,Donaldson,male,16,5,10,88.4,"96 Shipley Ave., Evans, GA 30809",sophomore
Lara,Haley,female,17,5,12,95.6,"7586 Oakwood Lane, Winter Garden, FL 34787",sophomore
Sophia,Gordon,female,19,4,17,100.0,"7672 Smoky Hollow Street, Hillsboro, OR 97124",senior
Kaye,Howard,female,19,5,13,94.9,"7890 Pin Oak Court, Norwood, MA 02062",senior
Quinlan,Rollins,male,15,5,8,73.3,"77 Tower St., Carmel, NY 10512",sophomore
Xanthus,Barlow,male,19,5,16,95.5,"92 Franklin Ave., Deltona, FL 32725",junior
Hamilton,Terrell,male,15,5,16,96.6,"39 Lookout St., Highland, IN 46322",sophomore
Zeus,Ratliff,male,14,2,16,88.8,"8644 SW. Delaware St., Peabody, MA 01960",freshman
Valentine,Osborne,male,19,5,12,92.2,"8 South Chapel St., Elyria, OH 44035",senior
Zahir,Watkins,male,14,2,14,92.0,"9820 Church Ave., Newnan, GA 30263",junior
Debra,Wilkerson,female,16,4,5,66.3,"48 Race Dr., Cumming, GA 30040",junior
Clio,Wilson,female,14,1,5,65.3,"8020 E. Hilldale Drive, East Hartford, CT 06118",junior
Cathleen,Hayden,female,18,4,3,73.4,"55 N. Ryan St., New Orleans, LA 70115",senior
Yolanda,Vaughan,female,14,2,15,94.0,"7244 Sutor Court, Canton, GA 30114",senior
Guinevere,Romero,female,18,5,14,84.2,"9123 East Hill St., Mason, OH 45040",junior
Keelie,Rice,female,19,4,9,88.4,"9906 Lakewood Court, Warren, MI 48089",sophomore
Bethany,Sullivan,female,15,3,9,73.1,"984 10th St., High Point, NC 27265",junior
Salvador,Gray,male,14,1,13,84.2,"677 Talbot Street, Shepherdsville, KY 40165",freshman
Violet,Jennings,female,14,1,5,62.6,"9950 Liberty St., Bloomington, IN 47401",freshman
Lewis,Jones,male,15,5,11,92.6,"520 Taylor St., Kalamazoo, MI 49009",senior
Lunea,Mcfadden,female,17,1,17,91.6,"8416 Hill Field Street, Valrico, FL 33594",sophomore
Shaeleigh,Clayton,female,19,2,12,92.4,"7388 West Branch Dr., Upland, CA 91784",senior
Nathan,Payne,male,15,1,8,79.1,"73 East Pheasant St., Sugar Land, TX 77478",senior
Stella,Smith,female,14,1,6,76.2,"394 Tunnel Court, Clarksburg, WV 26301",freshman
Kelly,Shannon,male,18,5,14,90.9,"1 Kirkland Ave., Whitestone, NY 11357",freshman
Yael,Mcdowell,female,18,3,16,85.2,"42 Whitemarsh Dr., Kings Mountain, NC 28086",senior
Zena,Schultz,female,19,3,12,80.1,"149 Wintergreen Street, Crystal Lake, IL 60014",freshman
Chaney,Harrington,male,19,4,11,89.3,"87 Highland Street, Ridgecrest, CA 93555",junior
Conan,Wall,male,19,3,6,66.8,"9590 Bohemia Road, King Of Prussia, PA 19406",senior
Jamalia,Bowman,female,16,1,13,77.8,"54 Devonshire Drive, Farmington, MI 48331",junior
Shana,Castro,female,14,1,14,95.0,"62 Studebaker Street, Bloomington, IN 47401",sophomore
Merrill,Duran,male,17,2,10,76.3,"9049 Rockwell Street, Merrillville, IN 46410",sophomore
Gregory,Lawrence,male,19,3,14,86.8,"6 North Bohemia Dr., Stockbridge, GA 30281",sophomore
Rebecca,Bird,female,19,2,7,82.5,"9919 Campfire St., Ottawa, IL 61350",senior
Sheila,Koch,female,15,5,13,97.1,"8254 Nicolls Drive, Canandaigua, NY 14424",senior
Dane,Flynn,male,18,5,12,87.4,"208 West James Road, Jonesboro, GA 30236",sophomore
Connor,Salas,male,19,5,17,90.7,"207 Dogwood Ave., Yonkers, NY 10701",senior
Baxter,Hardy,male,14,5,9,75.1,"55 West Foster St., Vineland, NJ 08360",junior
Jorden,Sharp,female,17,4,12,90.2,"967 Grove Road, Coram, NY 11727",sophomore
Hu,Weber,male,17,3,9,84.2,"916 East Edgewood Street, Ridgefield, CT 06877",sophomore
Maite,Walters,female,16,3,10,74.0,"5 Gainsway Street, Xenia, OH 45385",sophomore
Alfreda,Mays,female,15,4,7,71.6,"58 Pine St., Altamonte Springs, FL 32714",junior
Dexter,Wells,male,16,3,5,68.9,"50 Bow Ridge Street, Beckley, WV 25801",sophomore
Sawyer,Hart,male,19,4,8,69.4,"8438 N. Bowman Lane, Hernando, MS 38632",junior
Maggie,Rich,female,19,2,11,77.3,"9188 Albany Ave., Goshen, IN 46526",sophomore
Hashim,Callahan,male,16,1,11,71.8,"56 Plymouth Drive, Buffalo, NY 14215",junior
Darius,Gilbert,male,19,3,9,86.3,"1 Grand Street, Fairburn, GA 30213",junior
Rosalyn,Le,female,18,1,14,88.3,"18 Princess Road, Mocksville, NC 27028",freshman
Jordan,Holt,male,18,3,4,72.1,"4 North Nichols Rd., Ronkonkoma, NY 11779",junior
Chase,Flynn,male,19,3,7,81.1,"8260 Lakewood Ave., Hackensack, NJ 07601",sophomore
Jane,Welch,female,15,3,16,93.7,"400 Glenridge St., Baton Rouge, LA 70806",freshman
Grant,Strickland,male,19,1,6,79.0,"943 Walt Whitman Avenue, Lake Charles, LA 70605",freshman
Darius,Miranda,male,19,1,16,93.3,"771 N. Victoria Dr., Alabaster, AL 35007",junior
Arthur,Pacheco,male,15,3,14,96.9,"704 E. Hill Field Dr., West Lafayette, IN 47906",sophomore
Hedda,Ramos,female,16,5,5,82.3,"911 Blue Spring Lane, Whitestone, NY 11357",freshman
Farrah,Palmer,female,15,5,11,91.3,"8718 Ocean St., Olney, MD 20832",freshman
Bree,Weaver,female,16,4,12,83.3,"7850 Somerset St., Peoria, IL 61604",senior
Elton,Preston,male,17,4,20,97.8,"64 St Paul Drive, Fair Lawn, NJ 07410",junior
Ciaran,Johns,male,16,4,15,100.0,"7350 Creek Avenue, Upper Marlboro, MD 20772",freshman
Miranda,Le,female,19,3,10,80.6,"8235 Birchpond Dr., Glen Burnie, MD 21060",freshman
Geraldine,Farrell,female,16,3,10,84.9,"962 E. Kent Ave., Riverside, NJ 08075",freshman
Callie,Hoffman,female,15,3,9,71.9,"183 N. Brickell Lane, West Chicago, IL 60185",sophomore
Jelani,Kaufman,male,14,3,14,94.1,"993 Columbia St., Cartersville, GA 30120",sophomore
Solomon,Rosales,male,19,3,17,91.1,"9187 Park Dr., Irmo, SC 29063",junior
Callie,Washington,female,17,2,7,77.0,"9 Griffin Street, Wyandotte, MI 48192",junior
Carson,Meadows,male,17,5,8,75.4,"5 S. Henry St., Glen Allen, VA 23059",junior
Joseph,Mclean,male,16,1,14,81.8,"8407 E. Bayberry St., Sioux Falls, SD 57103",junior
Britanni,Tucker,female,19,1,13,89.7,"74 South Fairway Street, Hialeah, FL 33010",freshman
Raja,Stuart,male,14,1,13,82.5,"8 Greenview St., Paramus, NJ 07652",senior
Quail,Bonner,female,18,5,6,68.0,"28 Hamilton Lane, Palos Verdes Peninsula, CA 90274",senior
Dana,Deleon,female,18,1,14,82.7,"8681 Lake Forest Avenue, Williamsport, PA 17701",senior
Evangeline,Cox,female,14,5,13,88.9,"9677 2nd Avenue, North Tonawanda, NY 14120",freshman
Slade,Padilla,male,17,5,16,93.1,"1 South Oak Valley Dr., Bergenfield, NJ 07621",junior
Latifah,Daugherty,female,18,5,6,81.0,"282 La Sierra St., Charleston, SC 29406",sophomore
Beverly,Benson,female,14,4,17,89.7,"7 Lilac Ave., Flint, MI 48504",junior
Solomon,Beach,male,14,4,13,90.3,"33 Snake Hill Rd., Everett, MA 02149",freshman
Nyssa,George,female,19,2,10,80.2,"482 Winding Way Ave., Union, NJ 07083",freshman
Lars,David,male,14,1,16,84.3,"8309 Leatherwood Road, Paducah, KY 42001",freshman
Halla,Newman,female,16,3,8,80.5,"8477 Victoria Road, Muskego, WI 53150",sophomore
Gay,Wagner,female,17,4,7,75.0,"7368 Sugar Ave., Flint, MI 48504",junior
Ariana,Hess,female,15,4,14,99.1,"6 Joy Ridge St., Auburndale, FL 33823",senior
Victor,Mcdonald,male,15,2,11,76.4,"441 Mammoth Street, Quakertown, PA 18951",sophomore
Jocelyn,Brock,female,15,2,7,72.7,"347 Sherwood Drive, Medina, OH 44256",sophomore
Hoyt,Salazar,male,19,4,14,89.9,"889 Sunnyslope Avenue, Maryville, TN 37803",sophomore
Mohammad,Drake,male,18,2,18,99.6,"40 Oak Valley St., Tupelo, MS 38801",junior
Russell,Eaton,male,17,4,9,73.4,"8027 Somerset Lane, Cincinnati, OH 45211",senior
Chava,Carey,female,18,4,14,91.5,"601 Creekside Lane, Wethersfield, CT 06109",junior
Danielle,Wade,female,19,2,6,64.3,"9939 Rockwell Court, Youngstown, OH 44512",sophomore
Hector,Aguilar,male,14,1,9,68.8,"23 W. Pulaski Lane, Teaneck, NJ 07666",freshman
Ocean,Koch,female,19,4,12,88.0,"598 Shadow Brook Street, Glenside, PA 19038",junior
Jescie,Snyder,female,17,3,5,77.0,"7882 East Harvard St., Lincoln Park, MI 48146",senior
Ciara,Burris,female,18,4,14,88.0,"8254 Beacon St., Southampton, PA 18966",sophomore
Nigel,Morris,male,16,2,11,77.0,"917 Oak St., Marshalltown, IA 50158",freshman
Michelle,Webster,female,19,1,11,90.3,"7776 Canterbury Rd., Alpharetta, GA 30004",junior
Maris,Holt,female,14,2,6,68.2,"978 Iroquois Court, Parkville, MD 21234",sophomore
Jarrod,Calderon,male,19,1,12,79.6,"19 3rd Drive, Jupiter, FL 33458",senior
Hanna,Rose,female,14,3,15,90.8,"4 Pheasant Ave., Somerset, NJ 08873",freshman
Timon,Goodman,male,19,4,20,98.0,"3 North Rockaway Ave., Uniontown, PA 15401",senior
Ginger,Stevens,female,18,1,14,84.6,"959 Cardinal Court, Egg Harbor Township, NJ 08234",sophomore
Nathan,Gonzales,male,16,1,8,74.3,"7 Front Rd., Shepherdsville, KY 40165",sophomore
Madaline,Ayala,female,15,1,8,78.2,"4 Ashley Street, Venice, FL 34293",senior
Dante,Malone,male,18,4,12,87.3,"7 Wall St., Smyrna, GA 30080",freshman
Colette,Workman,female,15,2,12,81.1,"467 Richardson Ave., Edison, NJ 08817",junior
Keith,Zimmerman,male,14,3,10,86.0,"9002 Lakewood Ave., Fort Washington, MD 20744",freshman
Channing,Stark,male,16,3,7,65.3,"70 Indian Spring St., Bergenfield, NJ 07621",junior
Dexter,Knowles,male,18,5,7,75.2,"135 Prospect Rd., Paramus, NJ 07652",junior
Kermit,Raymond,male,17,4,13,90.8,"8978 East Union Dr., Conway, SC 29526",senior
Anthony,Bishop,male,19,2,5,61.6,"1 Walt Whitman Street, Hartselle, AL 35640",freshman
Keaton,Velazquez,male,14,1,9,72.7,"739 Longbranch Lane, Taylors, SC 29687",freshman
Adam,Ray,male,18,4,8,74.9,"913 Plumb Branch Dr., Cedar Rapids, IA 52402",sophomore
TaShya,Cote,female,15,5,10,87.5,"539 Sussex Lane, Jamaica Plain, MA 02130",freshman
Breanna,Silva,female,16,5,12,86.0,"569 Brook Drive, Tallahassee, FL 32303",freshman
Xanthus,Schmidt,male,19,2,12,88.9,"8348 Peg Shop Court, Auburn, NY 13021",junior
Audrey,Coffey,female,19,1,14,90.5,"496B West Sunnyslope St., Dalton, GA 30721",senior
Marshall,Cooke,male,18,5,13,86.3,"8147 NW. Summit St., Hudson, NH 03051",sophomore
Destiny,Hansen,female,18,1,17,91.9,"18 E. Chestnut Street, Sevierville, TN 37876",freshman
Conan,Kirkland,male,15,5,11,85.2,"31 Joy Ridge Dr., Chillicothe, OH 45601",sophomore
Venus,Navarro,female,14,1,12,77.0,"875 Coffee Dr., Parkersburg, WV 26101",junior
Naida,Delacruz,female,17,2,9,70.3,"9280 Lake View Street, Boston, MA 02127",junior
Uriah,Cummings,male,18,3,20,100.0,"444 West Homestead Rd., Lebanon, PA 17042",senior
Barry,Mcgowan,male,16,3,8,69.3,"185 W. Coffee St., Garner, NC 27529",junior
Hall,Flynn,male,18,2,6,71.9,"746 Campfire Rd., Moncks Corner, SC 29461",sophomore
Harriet,Harvey,female,15,3,8,76.1,"790 Oakwood Drive, Willoughby, OH 44094",freshman
Christopher,Arnold,male,19,2,6,77.9,"76 Primrose Court, Herndon, VA 20170",senior
Regina,Hays,female,18,3,13,94.7,"7770 West Inverness St., Dacula, GA 30019",junior
Nicole,Castillo,female,18,2,8,80.5,"85 West Division Rd., Hagerstown, MD 21740",freshman
Devin,Snider,male,16,1,12,88.5,"9151 North Helen Street, Brookline, MA 02446",junior
Natalie,Delaney,female,16,4,18,90.8,"10 Glenridge St., Pittsburgh, PA 15206",junior
Rahim,Nicholson,male,16,4,11,76.1,"7175 Pawnee Drive, Elizabethtown, PA 17022",freshman
Teagan,Mullins,female,15,1,12,91.3,"12 Stillwater Drive, Nottingham, MD 21236",junior
Jenette,Moon,female,16,5,12,81.0,"7044 Bohemia St., El Paso, TX 79930",senior
Brenna,Morse,female,17,3,16,89.0,"83 Richardson Drive, Huntersville, NC 28078",junior
Hayley,Wolf,female,14,1,10,87.3,"50 Hanover Drive, Mechanicsville, VA 23111",freshman
Allistair,Jenkins,male,17,2,11,80.8,"626 Laurel Rd., Oshkosh, WI 54901",sophomore
Jackson,Hester,male,14,5,11,79.5,"7573 Silver Spear St., West Lafayette, IN 47906",junior
Sylvia,Logan,female,19,5,9,73.2,"8851 NW. Crescent Dr., Racine, WI 53402",sophomore
Dante,Terrell,male,14,4,4,63.4,"692 Pin Oak Ave., Freeport, NY 11520",freshman
Wynne,Herring,female,15,2,8,71.4,"11 W. Broad Dr., Bethesda, MD 20814",freshman
Lester,Russell,male,18,5,14,82.0,"89 Lafayette St., Kennewick, WA 99337",freshman
Sage,Donovan,female,14,4,12,77.4,"402 Fulton Rd., Elizabethtown, PA 17022",junior
Raja,Cox,male,14,2,17,90.6,"4 N. Temple Road, Moncks Corner, SC 29461",sophomore
Ciara,Rivers,female,17,2,11,86.8,"72 South Young Street, North Tonawanda, NY 14120",senior
Phyllis,Walters,female,18,4,19,100.0,"33 Smith St., Hephzibah, GA 30815",freshman
Kennedy,Ryan,male,15,1,10,83.0,"309 Pawnee St., Bethesda, MD 20814",senior
Shaeleigh,Gallagher,female,16,2,11,81.7,"388 South 4th St., Owensboro, KY 42301",junior
Rose,Middleton,female,15,2,20,100.0,"979 Andover Street, Cockeysville, MD 21030",junior
Portia,Campbell,female,18,5,10,80.9,"9028 Sutor Rd., Hicksville, NY 11801",junior
Kasper,Hammond,male,17,3,10,71.9,"155 Briarwood St., Nicholasville, KY 40356",freshman
Lamar,Day,male,17,4,17,95.0,"635 Augusta St., New Haven, CT 06511",freshman
Rylee,Ward,female,18,2,9,88.4,"704 Beaver Ridge Ave., Saint Joseph, MI 49085",freshman
Kasimir,Peck,male,15,4,4,75.0,"8880 North Locust Drive, Crystal Lake, IL 60014",sophomore
Xyla,Roman,female,14,3,16,87.9,"848 Livingston Ave., Edison, NJ 08817",freshman
Gavin,Deleon,male,16,5,9,77.9,"32 East Harvey Street, Trussville, AL 35173",junior
Shellie,Moreno,female,14,1,13,84.4,"556 Princeton St., Clover, SC 29710",sophomore
Lydia,Oneal,female,14,2,5,78.1,"85 Rocky River Street, Pembroke Pines, FL 33028",sophomore
Cain,Russo,male,19,1,10,83.6,"4 Oak Street, Gallatin, TN 37066",freshman
Megan,Kennedy,female,16,4,11,90.4,"384 Canterbury Drive, Natchez, MS 39120",junior
Noah,Cote,male,14,2,13,84.3,"885 Mountainview Rd., Roanoke Rapids, NC 27870",senior
Wynne,Downs,female,18,5,3,76.0,"569 Newbridge Street, Portland, ME 04103",senior
Caldwell,Shaw,male,14,3,15,95.3,"316 Orange Street, Stratford, CT 06614",freshman
Keith,Dominguez,male,14,3,9,84.2,"254 Logan Rd., Winona, MN 55987",freshman
Alma,Hewitt,female,17,4,15,99.3,"68 Birch Hill Road, Virginia Beach, VA 23451",freshman
Josephine,Lynn,female,18,3,15,99.2,"24 South Liberty Street, Owings Mills, MD 21117",sophomore
Forrest,Rollins,male,17,2,19,87.2,"9061 Orange Road, Glendale, AZ 85302",senior
Perry,Ramsey,male,18,4,8,87.5,"81 Brandywine St., Braintree, MA 02184",sophomore
Cody,Merritt,male,19,5,5,75.3,"9755 Lexington St., Salt Lake City, UT 84119",sophomore
Camden,Day,male,15,4,8,82.7,"21 Carpenter St., Barrington, IL 60010",freshman
Eve,Mayer,female,17,4,15,83.7,"41 Shadow Brook Lane, Severna Park, MD 21146",junior
Leslie,Kaufman,female,18,3,18,90.3,"8 Oak St., Fullerton, CA 92831",sophomore
Declan,Hinton,male,15,2,12,76.5,"7431 Lookout St., Flowery Branch, GA 30542",junior
Roth,Patrick,male,14,2,13,90.4,"752 North Prince Ave., Greensboro, NC 27405",sophomore
Nathan,Phillips,male,15,4,8,71.2,"766 Wakehurst Avenue, Taylor, MI 48180",sophomore
Elvis,Watkins,male,14,2,11,80.7,"8885 10th Ave., Rock Hill, SC 29730",freshman
Germaine,Nunez,female,18,2,15,95.2,"79 N. Smith Store Dr., Monroeville, PA 15146",freshman
Audra,Combs,female,17,5,12,78.5,"508 Greystone Court, Toledo, OH 43612",freshman
Lavinia,Marshall,female,17,3,9,74.6,"314 Lake Forest Street, Southaven, MS 38671",sophomore
Kadeem,Garcia,male,15,2,10,73.3,"801 Mammoth St., Deerfield, IL 60015",freshman
Roth,Dickson,male,16,5,12,77.6,"6 Valley View Court, Kingston, NY 12401",sophomore
Chava,Meadows,female,16,4,11,93.0,"999 Sleepy Hollow Lane, Detroit, MI 48205",sophomore
Mary,Estrada,female,18,2,9,74.0,"896 Riverview Dr., Clover, SC 29710",freshman
Dylan,Espinoza,male,19,4,10,74.1,"591 Arlington Avenue, Elkridge, MD 21075",sophomore
